"","Island","Site","Cage","Number.Hours","Average_turf_height_initial","Average_turf_height_final","Turf_growth_total","Turf_growth_per_hour","Turf_growth_mm_per_day","Sample.ID","Turf_N15","Exposure_J_m3","mean_herb_bio","mean_herb_prod","mean_pred_bio","mean_structure","coral_cover","turf_cover","macro_cover","pave_cover","cca_cover","dead_cover","sand_cover","other_graze_cover","sand_rub_cover","other_org_cover"
"1","Aride","Site 1",1,168,1.727,3.66,1.933,0.0115059523809524,0.276142857142857,507,3.6,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"2","Aride","Site 1",3,168,1.295,3.165,1.87,0.0111309523809524,0.267142857142857,525,2.4,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"3","Aride","Site 1",7,168,1.64,4.676,3.036,0.0180714285714286,0.433714285714286,512,4.8,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"4","Aride","Site 1",8,168,1.435,4.408,2.973,0.0176964285714286,0.424714285714286,510,4.7,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"5","Aride","Site 1",12,168,1.669,3.604,1.935,0.0115178571428571,0.276428571428571,518,4.5,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"6","Aride","Site 1",15,168,1.401,3.629,2.228,0.0132619047619048,0.318285714285714,515,NA,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"7","Aride","Site 1",17,168,1.525,3.179,1.654,0.0098452380952381,0.236285714285714,524,3.7,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"8","Aride","Site 1",19,168,0.958,4.638,3.68,0.0219047619047619,0.525714285714286,522,5.7,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"9","Aride","Site 1",27,168,1.48,3.927,2.447,0.0145654761904762,0.349571428571429,509,3.3,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"10","Aride","Site 1",30,168,1.178,4.974,3.796,0.0225952380952381,0.542285714285714,511,4.7,87.04,915.325,0.56767616875,163.975,1.625,0.1,0.12083333325,0,0.02916666675,0.00416666675,0.00833333325,0.21666666675,0.04166666675,0.70833333325,0.0166666665
"11","Cousine","Site 1",4,146,2.12,4.817,2.697,0.018472602739726,0.443342465753425,546,8,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"12","Cousine","Site 1",6,146,1.567,3.43,1.863,0.0127602739726027,0.306246575342466,528,4.5,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"13","Cousine","Site 1",9,146,1.836,2.319,0.483,0.00330821917808219,0.0793972602739726,527,2.6,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"14","Cousine","Site 1",11,146,1.147,2.531,1.384,0.00947945205479452,0.227506849315068,540,4.6,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"15","Cousine","Site 1",13,146,3.912,4.05,0.138,0.000945205479452054,0.0226849315068493,534,4.5,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"16","Cousine","Site 1",14,146,1.645,3.037,1.392,0.00953424657534246,0.228821917808219,537,NA,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"17","Cousine","Site 1",20,146,1.535,4.409,2.874,0.0196849315068493,0.472438356164383,545,4,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"18","Cousine","Site 1",22,146,1.624,3.607,1.983,0.0135821917808219,0.325972602739726,543,3.4,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"19","Cousine","Site 1",25,146,1.697,3.324,1.627,0.0111438356164384,0.26745205479452,529,5.2,483.27,640.3,0.338411232,131.325,2.25,0.45833333325,0.14999999975,0,0.03333333325,0.04166666675,0,0.00416666675,0.075,0.29166666675,0.01666666675
"20","Felicite","Site 1",2,119,1.878,2.252,0.374,0.00314285714285714,0.0754285714285714,565,3.5,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"21","Felicite","Site 1",21,119,1.099,2.073,0.974,0.00818487394957983,0.196436974789916,557,3.9,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"22","Felicite","Site 1",24,119,1.473,2.7,1.227,0.0103109243697479,0.24746218487395,565,2.9,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"23","Felicite","Site 1",31,119,1.504,2.736,1.232,0.0103529411764706,0.248470588235294,558,5.1,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"24","Felicite","Site 1",32,119,1.41,2.013,0.603,0.0050672268907563,0.121613445378151,560,2.1,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"25","Felicite","Site 1",33,119,1.047,2.644,1.597,0.0134201680672269,0.322084033613445,563,3.4,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"26","Felicite","Site 1",34,119,1.275,1.84,0.565,0.00474789915966387,0.113949579831933,562,NA,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"27","Felicite","Site 1",35,119,1.371,2.58,1.209,0.0101596638655462,0.243831932773109,559,3.2,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"28","Felicite","Site 1",37,119,1.386,2.555,1.169,0.00982352941176471,0.235764705882353,564,2.9,168.61,159.15,0.2378675535,27.975,2,0.15000000025,0.1916666665,0,0.0791666665,0.0958333335,0,0.1125,0.175,0.42499999975,0.0208333335
"29","Fregate","High",6,94,1.583,4.034,2.451,0.0260744680851064,0.625787234042553,187,6.1,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"30","Fregate","High",8,94,1.639,3.481,1.842,0.0195957446808511,0.470297872340425,189,6,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"31","Fregate","High",11,94,1.509,2.731,1.222,0.013,0.312,193,6.5,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"32","Fregate","High",12,94,1.426,3.216,1.79,0.0190425531914894,0.457021276595745,196,5.2,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"33","Fregate","High",13,115,1.713,2.466,0.753,0.00654782608695652,0.157147826086957,194,NA,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"34","Fregate","High",14,115,1.428,2.911,1.483,0.012895652173913,0.309495652173913,205,6,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"35","Fregate","High",15,94,1.952,3.421,1.469,0.0156276595744681,0.375063829787234,186,5.4,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"36","Fregate","High",16,115,2.431,6.526,4.095,0.0356086956521739,0.854608695652174,197,6.1,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"37","Fregate","High",17,115,3.909,5.12,1.211,0.0105304347826087,0.252730434782609,191,6.2,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"38","Fregate","High",19,115,1.606,2.151,0.545,0.00473913043478261,0.113739130434783,188,6.6,394.16,535.175,0.45363508425,229.6,2.625,0.55000000025,0.075,0.0083333335,0.04583333325,0.05000000025,0.02500000025,0,0.12083333375,0.19999999975,0.04583333325
"39","Fregate","Low",1,98,2.099,4.315,2.216,0.0226122448979592,0.54269387755102,208,4.3,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"40","Fregate","Low",2,98,2.807,3.309,0.502,0.00512244897959184,0.122938775510204,213,5.6,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"41","Fregate","Low",3,98,3.079,4.418,1.339,0.0136632653061225,0.327918367346939,215,5.7,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"42","Fregate","Low",4,98,3.37,5.337,1.967,0.0200714285714286,0.481714285714286,209,5,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"43","Fregate","Low",7,98,5.625,5.112,-0.513,-0.00523469387755102,-0.125632653061224,206,5,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"44","Fregate","Low",9,98,3.209,6.736,3.527,0.0359897959183673,0.863755102040816,217,5.8,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"45","Fregate","Low",10,98,4.434,5.228,0.794,0.00810204081632653,0.194448979591837,216,4.8,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
"46","Fregate","Low",30,98,3.216,5.05,1.834,0.0187142857142857,0.449142857142857,207,4.8,448.98,315.975,0.342776486,11.75,2.75,0.30416666675,0.13749999975,0.0125,0.2166666665,0.075,0.01666666675,0.0125,0.30833333325,0.0625,0.175
